year,month,day,hour,min,sec,ms,anchor,distance,dirX,dirY,dirZ
2021,12,30,01,27,02,8520,ANCHOR_5, 1.8829964, -0.8105227, -0.02204585, -0.5852923
2021,12,30,01,27,03,0520,ANCHOR_8, 3.6020064, -0.5344148, 0.47925955, -0.696212
2021,12,30,01,27,03,0520,ANCHOR_6, 3.5975094, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,03,0520,ANCHOR_7, 3.0866632, 0.3214752, 0.6942197, -0.64398193
2021,12,30,01,27,03,0520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,03,0520,ANCHOR_0, 2.1405182, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,03,0520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,03,0520,ANCHOR_5, 1.9063803, -0.8105227, -0.02204585, -0.5852923
2021,12,30,01,27,03,2520,ANCHOR_8, 3.5411484, -0.5974995, 0.45696405, -0.65892196
2021,12,30,01,27,03,2520,ANCHOR_6, 3.5975094, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,03,2520,ANCHOR_7, 3.049189, 0.30302602, 0.7194894, -0.6249082
2021,12,30,01,27,03,2520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,03,2520,ANCHOR_0, 2.1405182, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,03,2520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,03,2520,ANCHOR_5, 1.9390576, -0.8105227, -0.02204585, -0.5852923
2021,12,30,01,27,03,4520,ANCHOR_8, 3.4802907, -0.6411845, 0.421328, -0.6413775
2021,12,30,01,27,03,4520,ANCHOR_6, 3.5975094, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,03,4520,ANCHOR_7, 2.974241, 0.2540191, 0.7140948, -0.6523365
2021,12,30,01,27,03,4520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,03,4520,ANCHOR_0, 2.1405182, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,03,4520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,03,4520,ANCHOR_5, 1.89229, -0.8105227, -0.02204585, -0.5852923
2021,12,30,01,27,03,6520,ANCHOR_8, 3.377162, -0.6694433, 0.4193444, -0.61318505
2021,12,30,01,27,03,6520,ANCHOR_6, 3.5975094, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,03,6520,ANCHOR_7, 2.9604504, 0.25557667, 0.7026351, -0.66406655
2021,12,30,01,27,03,6520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,03,6520,ANCHOR_0, 2.1405182, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,03,6520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,03,6520,ANCHOR_5, 1.8032516, -0.8105227, -0.02204585, -0.5852923
2021,12,30,01,27,03,8520,ANCHOR_8, 3.2647398, -0.6764091, 0.39549792, -0.62133086
2021,12,30,01,27,03,8520,ANCHOR_6, 3.396049, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,03,8520,ANCHOR_7, 2.9367669, 0.2664221, 0.6636936, -0.6989492
2021,12,30,01,27,03,8520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,03,8520,ANCHOR_0, 2.1405182, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,03,8520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,03,8520,ANCHOR_5, 1.9156739, -0.8105227, -0.02204585, -0.5852923
2021,12,30,01,27,04,0520,ANCHOR_8, 3.2554462, -0.7048689, 0.39719105, -0.5877066
2021,12,30,01,27,04,0520,ANCHOR_6, 3.4239297, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,04,0520,ANCHOR_7, 2.782374, 0.26661193, 0.6741272, -0.6888183
2021,12,30,01,27,04,0520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,04,0520,ANCHOR_0, 3.3585749, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,04,0520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,04,0520,ANCHOR_5, 1.8266355, -0.8105227, -0.02204585, -0.5852923
2021,12,30,01,27,04,2520,ANCHOR_8, 3.1382275, -0.7048689, 0.39719105, -0.5877066
2021,12,30,01,27,04,2520,ANCHOR_6, 3.512968, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,04,2520,ANCHOR_7, 2.6744485, 0.24865566, 0.6969706, -0.67260855
2021,12,30,01,27,04,2520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,04,2520,ANCHOR_0, 2.815051, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,04,2520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,04,2520,ANCHOR_5, 1.9156739, -0.8105227, -0.02204585, -0.5852923
2021,12,30,01,27,04,4520,ANCHOR_8, 3.10555, -0.68713367, 0.42012972, -0.59273803
2021,12,30,01,27,04,4520,ANCHOR_6, 3.4614036, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,04,4520,ANCHOR_7, 2.623184, 0.34168246, 0.67598206, -0.65291756
2021,12,30,01,27,04,4520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,04,4520,ANCHOR_0, 3.7566993, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,04,4520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,04,4520,ANCHOR_5, 1.7846645, -0.80942327, -0.16991667, -0.56210524
2021,12,30,01,27,04,6520,ANCHOR_8, 3.0353987, -0.62803215, 0.4536514, -0.63227844
2021,12,30,01,27,04,6520,ANCHOR_6, 3.4662004, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,04,6520,ANCHOR_7, 2.5902069, 0.39474893, 0.6529094, -0.64643836
2021,12,30,01,27,04,6520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,04,6520,ANCHOR_0, 3.7848797, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,04,6520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,04,6520,ANCHOR_5, 1.9015836, -0.66556776, -0.14219628, -0.7326662
2021,12,30,01,27,04,8520,ANCHOR_8, 2.9274733, -0.5737941, 0.47061038, -0.67028815
2021,12,30,01,27,04,8520,ANCHOR_6, 3.494381, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,04,8520,ANCHOR_7, 2.4451072, 0.44161642, 0.6426028, -0.6261283
2021,12,30,01,27,04,8520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,04,8520,ANCHOR_0, 3.7848797, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,04,8520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,04,8520,ANCHOR_5, 2.061073, -0.6111241, -0.12847626, -0.7810385
2021,12,30,01,27,05,0520,ANCHOR_8, 2.8480284, -0.46635044, 0.58014965, -0.6677901
2021,12,30,01,27,05,0520,ANCHOR_6, 3.4569068, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,05,0520,ANCHOR_7, 2.3983397, 0.48389247, 0.64730304, -0.5889371
2021,12,30,01,27,05,0520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,05,0520,ANCHOR_0, 3.7848797, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,05,0520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,05,0520,ANCHOR_5, 2.623184, -0.6352187, -0.3007488, -0.7113701
2021,12,30,01,27,05,2520,ANCHOR_8, 2.838435, -0.46976846, 0.5700572, -0.67405665
2021,12,30,01,27,05,2520,ANCHOR_6, 3.494381, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,05,2520,ANCHOR_7, 2.3233914, 0.48876697, 0.626113, -0.6075272
2021,12,30,01,27,05,2520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,05,2520,ANCHOR_0, 3.6535707, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,05,2520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,05,2520,ANCHOR_5, 1.9999155, -0.60775936, -0.34987983, -0.71289027
2021,12,30,01,27,05,4520,ANCHOR_8, 2.740103, -0.5038882, 0.5799162, -0.6401515
2021,12,30,01,27,05,4520,ANCHOR_6, 3.4146361, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,05,4520,ANCHOR_7, 2.2061727, 0.48307562, 0.62797374, -0.6101532
2021,12,30,01,27,05,4520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,05,4520,ANCHOR_0, 3.6535707, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,05,4520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,05,4520,ANCHOR_5, 1.9624414, -0.6674837, -0.43125072, -0.6070324
2021,12,30,01,27,05,6520,ANCHOR_8, 2.6744485, -0.54741335, 0.51088655, -0.66282237
2021,12,30,01,27,05,6520,ANCHOR_6, 3.5225613, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,05,6520,ANCHOR_7, 2.1872857, 0.4828429, 0.6027143, -0.6352938
2021,12,30,01,27,05,6520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,05,6520,ANCHOR_0, 3.7237222, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,05,6520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,05,6520,ANCHOR_5, 1.9765316, -0.6674837, -0.43125072, -0.6070324
2021,12,30,01,27,05,8520,ANCHOR_8, 2.5809133, -0.53715533, 0.459628, -0.7072526
2021,12,30,01,27,05,8520,ANCHOR_6, 3.512968, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,05,8520,ANCHOR_7, 2.028096, 0.53260833, 0.47184706, -0.7026298
2021,12,30,01,27,05,8520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,05,8520,ANCHOR_0, 3.8832116, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,05,8520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,05,8520,ANCHOR_5, 1.8125452, -0.6674837, -0.43125072, -0.6070324
2021,12,30,01,27,06,0520,ANCHOR_8, 2.5107617, -0.5264644, 0.5003051, -0.68740827
2021,12,30,01,27,06,0520,ANCHOR_6, 3.4614036, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,06,0520,ANCHOR_7, 1.9720348, 0.563336, 0.58081615, -0.5876267
2021,12,30,01,27,06,0520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,06,0520,ANCHOR_0, 4.0798755, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,06,0520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,06,0520,ANCHOR_5, 1.9579445, -0.6674837, -0.43125072, -0.6070324
2021,12,30,01,27,06,2520,ANCHOR_8, 2.4310172, -0.53671736, 0.52299315, -0.6621274
2021,12,30,01,27,06,2520,ANCHOR_6, 3.377162, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,06,2520,ANCHOR_7, 1.9156739, 0.67135257, 0.59855497, -0.43705574
2021,12,30,01,27,06,2520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,06,2520,ANCHOR_0, 4.0798755, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,06,2520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,06,2520,ANCHOR_5, 2.5011685, -0.7545015, -0.2637103, -0.6009862
2021,12,30,01,27,06,4520,ANCHOR_8, 2.3467753, -0.5327732, 0.5878029, -0.60880244
2021,12,30,01,27,06,4520,ANCHOR_6, 3.494381, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,06,4520,ANCHOR_7, 1.929764, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,06,4520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,06,4520,ANCHOR_0, 4.0798755, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,06,4520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,06,4520,ANCHOR_5, 2.1078408, -0.79246396, -0.21189158, -0.57192904
2021,12,30,01,27,06,6510,ANCHOR_8, 2.2247598, -0.50890523, 0.6364233, -0.57963854
2021,12,30,01,27,06,6510,ANCHOR_6, 3.4569068, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,06,6510,ANCHOR_7, 1.8455224, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,06,6510,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,06,6510,ANCHOR_0, 4.0798755, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,06,6510,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,06,6510,ANCHOR_5, 2.0889537, -0.78774124, -0.24208567, -0.5664435
2021,12,30,01,27,06,8520,ANCHOR_8, 2.1078408, -0.4273057, 0.71602213, -0.55201644
2021,12,30,01,27,06,8520,ANCHOR_6, 3.4287264, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,06,8520,ANCHOR_7, 1.7846645, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,06,8520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,06,8520,ANCHOR_0, 4.4968867, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,06,8520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,06,8520,ANCHOR_5, 2.0985472, -0.78774124, -0.24208567, -0.5664435
2021,12,30,01,27,07,0520,ANCHOR_8, 2.06557, -0.32252276, 0.7802716, -0.53586864
2021,12,30,01,27,07,0520,ANCHOR_6, 3.5177648, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,07,0520,ANCHOR_7, 1.6392652, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,07,0520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,07,0520,ANCHOR_0, 4.4968867, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,07,0520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,07,0520,ANCHOR_5, 2.1546085, -0.78774124, -0.24208567, -0.5664435
2021,12,30,01,27,07,2520,ANCHOR_8, 1.9906219, -0.10928663, 0.83098286, -0.54545754
2021,12,30,01,27,07,2520,ANCHOR_6, 3.3864555, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,07,2520,ANCHOR_7, 1.6581521, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,07,2520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,07,2520,ANCHOR_0, 4.403052, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,07,2520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,07,2520,ANCHOR_5, 2.1686985, -0.78774124, -0.24208567, -0.5664435
2021,12,30,01,27,07,4520,ANCHOR_8, 1.9249674, 0.06541809, 0.8220681, -0.56561863
2021,12,30,01,27,07,4520,ANCHOR_6, 3.3115075, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,07,4520,ANCHOR_7, 1.9390576, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,07,4520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,07,4520,ANCHOR_0, 4.421939, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,07,4520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,07,4520,ANCHOR_5, 2.1171343, -0.7735657, 0.029170597, -0.63304436
2021,12,30,01,27,07,6520,ANCHOR_8, 1.89229, 0.18574195, 0.81013393, -0.5560422
2021,12,30,01,27,07,6520,ANCHOR_6, 3.3070107, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,07,6520,ANCHOR_7, 1.929764, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,07,6520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,07,6520,ANCHOR_0, 4.0235147, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,07,6520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,07,6520,ANCHOR_5, 2.0562766, -0.7735657, 0.029170597, -0.63304436
2021,12,30,01,27,07,8520,ANCHOR_8, 1.8455224, 0.28502887, 0.77854615, -0.5591283
2021,12,30,01,27,07,8520,ANCHOR_6, 3.2461526, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,07,8520,ANCHOR_7, 1.929764, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,07,8520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,07,8520,ANCHOR_0, 4.206388, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,07,8520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,07,8520,ANCHOR_5, 2.0889537, -0.7735657, 0.029170597, -0.63304436
2021,12,30,01,27,08,0520,ANCHOR_8, 1.7798678, 0.35904676, 0.7648959, -0.5348081
2021,12,30,01,27,08,0520,ANCHOR_6, 3.2179723, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,08,0520,ANCHOR_7, 2.23885, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,08,0520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,08,0520,ANCHOR_0, 4.154824, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,08,0520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,08,0520,ANCHOR_5, 2.0188024, -0.8116438, 0.11543415, -0.5726337
2021,12,30,01,27,08,2520,ANCHOR_8, 1.7423937, 0.4446247, 0.6975286, -0.5619277
2021,12,30,01,27,08,2520,ANCHOR_6, 3.128934, -0.8184576, -0.0682029, -0.57050467
2021,12,30,01,27,08,2520,ANCHOR_7, 2.2061727, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,08,2520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,08,2520,ANCHOR_0, 4.1173496, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,08,2520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,08,2520,ANCHOR_5, 1.9579445, -0.7801255, 0.14283726, -0.60909915
2021,12,30,01,27,08,4520,ANCHOR_8, 1.6206781, 0.4446247, 0.6975286, -0.5619277
2021,12,30,01,27,08,4520,ANCHOR_6, 3.0680761, -0.79458386, 0.42650908, -0.43211862
2021,12,30,01,27,08,4520,ANCHOR_7, 1.9954185, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,08,4520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,08,4520,ANCHOR_0, 4.224975, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,08,4520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,08,4520,ANCHOR_5, 1.9813284, -0.7801255, 0.14283726, -0.60909915
2021,12,30,01,27,08,6510,ANCHOR_8, 1.5457299, 0.4446247, 0.6975286, -0.5619277
2021,12,30,01,27,08,6510,ANCHOR_6, 3.0866632, -0.7225777, 0.49410558, -0.48346785
2021,12,30,01,27,08,6510,ANCHOR_7, 2.0235991, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,08,6510,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,08,6510,ANCHOR_0, 4.2156816, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,08,6510,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,08,6510,ANCHOR_5, 1.9999155, -0.7801255, 0.14283726, -0.60909915
2021,12,30,01,27,08,8520,ANCHOR_8, 1.5457299, 0.4446247, 0.6975286, -0.5619277
2021,12,30,01,27,08,8520,ANCHOR_6, 3.0866632, -0.7225777, 0.49410558, -0.48346785
2021,12,30,01,27,08,8520,ANCHOR_7, 2.1123376, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,08,8520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,08,8520,ANCHOR_0, 4.360781, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,08,8520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,08,8520,ANCHOR_5, 2.0985472, -0.7801255, 0.14283726, -0.60909915
2021,12,30,01,27,09,0520,ANCHOR_8, 1.5364363, 0.4446247, 0.6975286, -0.5619277
2021,12,30,01,27,09,0520,ANCHOR_6, 2.9415636, -0.58344716, 0.5829571, -0.5654649
2021,12,30,01,27,09,0520,ANCHOR_7, 2.177992, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,09,0520,ANCHOR_2, nil, nil, nil, nil
2021,12,30,01,27,09,0520,ANCHOR_0, 4.3937583, 0.7930893, 0.3107305, -0.52388555
2021,12,30,01,27,09,0520,ANCHOR_4, nil, nil, nil, nil
2021,12,30,01,27,09,0520,ANCHOR_5, 1.9813284, -0.7801255, 0.14283726, -0.60909915
2021,12,30,01,27,09,2520,ANCHOR_8, 1.4333078, 0.4446247, 0.6975286, -0.5619277
2021,12,30,01,27,09,2520,ANCHOR_6, 2.9229765, -0.5368942, 0.5721808, -0.6199627
2021,12,30,01,27,09,2520,ANCHOR_7, 2.23885, 0.70371777, 0.50943017, -0.4952396
2021,12,30,01,27,09,2520,ANCHOR_2, nil, nil, nil, nil
